#,Card,Card type,Type,G.S.,Level,ATK,DFD,picture,card_wiki_url
270,Wetha,Monster,Aqua,"Neptune, Saturn",3.0,1000.0,900.0,https://static.wikia.nocookie.net/yugioh/images/e/eb/Wetha-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002808,https://yugioh.fandom.com/wiki/Wetha_(FMR)
271,Megirus Light,Monster,Fiend,"Mercury, Uranus",3.0,900.0,600.0,https://static.wikia.nocookie.net/yugioh/images/9/93/MegirusLight-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002641,https://yugioh.fandom.com/wiki/Megirus_Light_(FMR)
272,Mavelus,Monster,Winged Beast,"Mars, Mercury",4.0,1300.0,900.0,https://static.wikia.nocookie.net/yugioh/images/5/50/Mavelus-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002641,https://yugioh.fandom.com/wiki/Mavelus_(FMR)
273,Ancient Tree of Enlightenment,Monster,Plant,"Jupiter, Pluto",3.0,600.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/f/f2/AncientTreeofEnlightenment-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002631,https://yugioh.fandom.com/wiki/Ancient_Tree_of_Enlightenment_(FMR)
274,Green Phantom King,Monster,Plant,"Jupiter, Neptune",3.0,500.0,1600.0,https://static.wikia.nocookie.net/yugioh/images/0/0d/GreenPhantomKing-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002636,https://yugioh.fandom.com/wiki/Green_Phantom_King_(FMR)
275,Ground Attacker Bugroth,Monster,Machine,"Uranus, Moon",4.0,1500.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/2/25/GroundAttackerBugroth-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002637,https://yugioh.fandom.com/wiki/Ground_Attacker_Bugroth_(FMR)
276,Ray & Temperature,Monster,Fairy,"Sun, Saturn",3.0,1000.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/f/fb/RayTemperature-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002804,https://yugioh.fandom.com/wiki/Ray_%26_Temperature_(FMR)
277,Gorgon Egg,Monster,Fiend,"Moon, Jupiter",3.0,300.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/8/88/GorgonEgg-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002636,https://yugioh.fandom.com/wiki/Gorgon_Egg_(FMR)
278,Petit Moth,Monster,Insect,"Jupiter, Sun",1.0,300.0,200.0,https://static.wikia.nocookie.net/yugioh/images/c/ca/PetitMoth-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002802,https://yugioh.fandom.com/wiki/Petit_Moth_(FMR)
279,King Fog,Monster,Fiend,"Mercury, Neptune",3.0,1000.0,900.0,https://static.wikia.nocookie.net/yugioh/images/8/88/KingFog-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002639,https://yugioh.fandom.com/wiki/King_Fog_(FMR)
280,Protector of the Throne,Monster,Warrior,"Uranus, Venus",4.0,800.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/7/7d/ProtectoroftheThrone-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002803,https://yugioh.fandom.com/wiki/Protector_of_the_Throne_(FMR)
281,Mystic Clown,Monster,Fiend,"Mercury, Moon",4.0,1500.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/6/62/MysticClown-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002643,https://yugioh.fandom.com/wiki/Mystic_Clown_(FMR)
282,Mystical Sheep #2,Monster,Beast,"Venus, Saturn",3.0,800.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/8/86/MysticalSheep2-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002642,https://yugioh.fandom.com/wiki/Mystical_Sheep_2_(FMR)
283,Holograh,Monster,Machine,"Sun, Jupiter",3.0,1100.0,700.0,https://static.wikia.nocookie.net/yugioh/images/9/95/Holograh-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002637,https://yugioh.fandom.com/wiki/Holograh_(FMR)
284,Tao the Chanter,Monster,Spellcaster,"Venus, Uranus",3.0,1200.0,900.0,https://static.wikia.nocookie.net/yugioh/images/1/16/TaotheChanter-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002806,https://yugioh.fandom.com/wiki/Tao_the_Chanter_(FMR)
285,Serpent Marauder,Monster,Reptile,"Neptune, Sun",2.0,700.0,600.0,https://static.wikia.nocookie.net/yugioh/images/d/da/SerpentMarauder-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002805,https://yugioh.fandom.com/wiki/Serpent_Marauder_(FMR)
286,Gatekeeper,Monster,Machine,"Mercury, Mars",5.0,1500.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/4/49/Gatekeeper-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002635,https://yugioh.fandom.com/wiki/Gatekeeper_(FMR)
287,Ogre of the Black Shadow,Monster,Beast-Warrior,"Moon, Saturn",4.0,1200.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/9/92/OgreoftheBlackShadow-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002801,https://yugioh.fandom.com/wiki/Ogre_of_the_Black_Shadow_(FMR)
288,Dark Artist,Monster,Fiend,"Mercury, Jupiter",3.0,600.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/c/ca/DarkArtist-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002634,https://yugioh.fandom.com/wiki/Dark_Artist_(FMR)
289,Change Slime,Monster,Aqua,"Neptune, Moon",1.0,400.0,300.0,https://static.wikia.nocookie.net/yugioh/images/c/ca/ChangeSlime-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002633,https://yugioh.fandom.com/wiki/Change_Slime_(FMR)
290,Moon Envoy,Monster,Warrior,"Moon, Saturn",4.0,1100.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/4/40/MoonEnvoy-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002642,https://yugioh.fandom.com/wiki/Moon_Envoy_(FMR)
291,Fireyarou,Monster,Pyro,"Mars, Saturn",4.0,1300.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/5/54/Fireyarou-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002634,https://yugioh.fandom.com/wiki/Fireyarou_(FMR)
292,Psychic Kappa,Monster,Aqua,"Neptune, Venus",2.0,400.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/3/3f/PsychicKappa-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002804,https://yugioh.fandom.com/wiki/Psychic_Kappa_(FMR)
293,Masaki the Legendary Swordsman,Monster,Warrior,"Sun, Uranus",4.0,1100.0,1100.0,https://static.wikia.nocookie.net/yugioh/images/f/fe/MasakitheLegendarySwordsman-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002640,https://yugioh.fandom.com/wiki/Masaki_the_Legendary_Swordsman_(FMR)
294,Dragoness the Wicked Knight,Monster,Warrior,"Saturn, Mercury",3.0,1200.0,900.0,https://static.wikia.nocookie.net/yugioh/images/f/fa/DragonesstheWickedKnight-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002634,https://yugioh.fandom.com/wiki/Dragoness_the_Wicked_Knight_(FMR)
295,Bio Plant,Monster,Fiend,"Jupiter, Moon",3.0,600.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/6/6f/BioPlant-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002632,https://yugioh.fandom.com/wiki/Bio_Plant_(FMR)
296,One-eyed Shield Dragon,Monster,Dragon,"Saturn, Pluto",3.0,700.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/c/c1/OneeyedShieldDragon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002802,https://yugioh.fandom.com/wiki/One-eyed_Shield_Dragon_(FMR)
297,Cyber Soldier of Darkworld,Monster,Machine,"Moon, Uranus",4.0,1400.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/3/3d/CyberSoldierofDarkworld-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002633,https://yugioh.fandom.com/wiki/Cyber_Soldier_of_Darkworld_(FMR)
298,Wicked Dragon with the Ersatz Head,Monster,Dragon,"Moon, Neptune",3.0,900.0,900.0,https://static.wikia.nocookie.net/yugioh/images/b/b3/WickedDragonwiththeErsatzHead-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002809,https://yugioh.fandom.com/wiki/Wicked_Dragon_with_the_Ersatz_Head_(FMR)
299,Sonic Maid,Monster,Warrior,"Sun, Pluto",3.0,1200.0,900.0,https://static.wikia.nocookie.net/yugioh/images/0/0e/SonicMaid-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002806,https://yugioh.fandom.com/wiki/Sonic_Maid_(FMR)
300,Kurama,Monster,Winged Beast,"Saturn, Neptune",3.0,800.0,800.0,https://static.wikia.nocookie.net/yugioh/images/4/4a/Kurama-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221002639,https://yugioh.fandom.com/wiki/Kurama_(FMR)
301,Legendary Sword,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/2/2f/LegendarySword-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203544,https://yugioh.fandom.com/wiki/Legendary_Sword_(FMR)
302,Sword of Dark Destruction,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/3/39/SwordofDarkDestruction-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203726,https://yugioh.fandom.com/wiki/Sword_of_Dark_Destruction_(FMR)
303,Dark Energy,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/d/dc/DarkEnergy-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203214,https://yugioh.fandom.com/wiki/Dark_Energy_(FMR)
304,Axe of Despair,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/f/f4/AxeofDespair-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203207,https://yugioh.fandom.com/wiki/Axe_of_Despair_(FMR)
305,Laser Cannon Armor,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/d/d7/LaserCannonArmor-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203542,https://yugioh.fandom.com/wiki/Laser_Cannon_Armor_(FMR)
306,Insect Armor with Laser Cannon,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/2/29/InsectArmorwithLaserCannon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203538,https://yugioh.fandom.com/wiki/Insect_Armor_with_Laser_Cannon_(FMR)
307,Elf's Light,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/3/32/ElfsLight-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203534,https://yugioh.fandom.com/wiki/Elf's_Light_(FMR)
308,Beast Fangs,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/7/70/BeastFangs-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203209,https://yugioh.fandom.com/wiki/Beast_Fangs_(FMR)
309,Steel Shell,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/a/a3/SteelShell-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203725,https://yugioh.fandom.com/wiki/Steel_Shell_(FMR)
310,Vile Germs,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/e/ee/VileGerms-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203807,https://yugioh.fandom.com/wiki/Vile_Germs_(FMR)
311,Black Pendant,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/8/87/BlackPendant-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203210,https://yugioh.fandom.com/wiki/Black_Pendant_(FMR)
312,Silver Bow and Arrow,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/1/1d/SilverBowandArrow-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203723,https://yugioh.fandom.com/wiki/Silver_Bow_and_Arrow_(FMR)
313,Horn of Light,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/c/c5/HornofLight-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203537,https://yugioh.fandom.com/wiki/Horn_of_Light_(FMR)
314,Horn of the Unicorn,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/e/e9/HornoftheUnicorn-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203538,https://yugioh.fandom.com/wiki/Horn_of_the_Unicorn_(FMR)
315,Dragon Treasure,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/0/07/DragonTreasure-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203218,https://yugioh.fandom.com/wiki/Dragon_Treasure_(FMR)
316,Electro-whip,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/0/0e/Electrowhip-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203533,https://yugioh.fandom.com/wiki/Electro-whip_(FMR)
317,Cyber Shield,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/b/bc/CyberShield-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203213,https://yugioh.fandom.com/wiki/Cyber_Shield_(FMR)
318,Elegant Egotist,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/4/43/ElegantEgotist-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203533,https://yugioh.fandom.com/wiki/Elegant_Egotist_(FMR)
319,Mystical Moon,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/d/d2/MysticalMoon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205518,https://yugioh.fandom.com/wiki/Mystical_Moon_(FMR)
320,Stop Defense,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/b/b8/StopDefense-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205519,https://yugioh.fandom.com/wiki/Stop_Defense_(FMR)
321,Malevolent Nuzzler,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/e/e9/MalevolentNuzzler-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205516,https://yugioh.fandom.com/wiki/Malevolent_Nuzzler_(FMR)
322,Violet Crystal,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/5/57/VioletCrystal-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205523,https://yugioh.fandom.com/wiki/Violet_Crystal_(FMR)
323,Book of Secret Arts,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/7/73/BookofSecretArts-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205512,https://yugioh.fandom.com/wiki/Book_of_Secret_Arts_(FMR)
324,Invigoration,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/e/e3/Invigoration-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205515,https://yugioh.fandom.com/wiki/Invigoration_(FMR)
325,Machine Conversion Factory,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/2/24/MachineConversionFactory-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133215,https://yugioh.fandom.com/wiki/Machine_Conversion_Factory_(FMR)
326,Raise Body Heat,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/1/12/RaiseBodyHeat-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133215,https://yugioh.fandom.com/wiki/Raise_Body_Heat_(FMR)
327,Follow Wind,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/a/af/FollowWind-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20140216215323,https://yugioh.fandom.com/wiki/Follow_Wind_(FMR)
328,Power of Kaishin,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/5/57/PowerofKaishin-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133216,https://yugioh.fandom.com/wiki/Power_of_Kaishin_(FMR)
329,Dragon Capture Jar,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/e/e0/DragonCaptureJar-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010020,https://yugioh.fandom.com/wiki/Dragon_Capture_Jar_(FMR)
330,Forest,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/a/ab/Forest-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133217,https://yugioh.fandom.com/wiki/Forest_(FMR)
331,Wasteland,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/b/b0/Wasteland-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133217,https://yugioh.fandom.com/wiki/Wasteland_(FMR)
332,Mountain,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/a/a1/Mountain-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133217,https://yugioh.fandom.com/wiki/Mountain_(FMR)
333,Sogen,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/2/28/Sogen-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133218,https://yugioh.fandom.com/wiki/Sogen_(FMR)
334,Umi,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/1/12/Umi-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133218,https://yugioh.fandom.com/wiki/Umi_(FMR)
335,Yami,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/5/54/Yami-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133219,https://yugioh.fandom.com/wiki/Yami_(FMR)
336,Dark Hole,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/8/87/DarkHole-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203215,https://yugioh.fandom.com/wiki/Dark_Hole_(FMR)
337,Raigeki,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/4/46/Raigeki-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203718,https://yugioh.fandom.com/wiki/Raigeki_(FMR)
338,Mooyan Curry,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/3/3b/MooyanCurry-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010028,https://yugioh.fandom.com/wiki/Mooyan_Curry_(FMR)
339,Red Medicine,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/e/ef/RedMedicine-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010212,https://yugioh.fandom.com/wiki/Red_Medicine_(FMR)
340,Goblin's Secret Remedy,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/5/5b/GoblinsSecretRemedy-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010024,https://yugioh.fandom.com/wiki/Goblin's_Secret_Remedy_(FMR)
341,Soul of the Pure,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/7/79/SoulofthePure-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010213,https://yugioh.fandom.com/wiki/Soul_of_the_Pure_(FMR)
342,Dian Keto the Cure Master,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/3/3b/DianKetotheCureMaster-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203215,https://yugioh.fandom.com/wiki/Dian_Keto_the_Cure_Master_(FMR)
343,Sparks,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/f/f4/Sparks-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010214,https://yugioh.fandom.com/wiki/Sparks_(FMR)
344,Hinotama,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/4/4f/Hinotama-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010024,https://yugioh.fandom.com/wiki/Hinotama_(FMR)
345,Final Flame,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/7/77/FinalFlame-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010022,https://yugioh.fandom.com/wiki/Final_Flame_(FMR)
346,Ookazi,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/6/6f/Ookazi-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010211,https://yugioh.fandom.com/wiki/Ookazi_(FMR)
347,Tremendous Fire,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/2/2b/TremendousFire-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010218,https://yugioh.fandom.com/wiki/Tremendous_Fire_(FMR)
348,Swords of Revealing Light,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/0/03/SwordsofRevealingLight-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010216,https://yugioh.fandom.com/wiki/Swords_of_Revealing_Light_(FMR)
349,Spellbinding Circle,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/b/b1/SpellbindingCircle-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203724,https://yugioh.fandom.com/wiki/Spellbinding_Circle_(FMR)
350,Dark-piercing Light,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/3/3c/DarkpiercingLight-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010020,https://yugioh.fandom.com/wiki/Dark-piercing_Light_(FMR)
351,Yaranzo,Monster,Zombie,"Moon, Mercury",4.0,1300.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/d/d5/Yaranzo-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010218,https://yugioh.fandom.com/wiki/Yaranzo_(FMR)
352,Kanan the Swordmistress,Monster,Warrior,"Uranus, Neptune",4.0,1400.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/c/cc/KanantheSwordmistress-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203540,https://yugioh.fandom.com/wiki/Kanan_the_Swordmistress_(FMR)
353,Takriminos,Monster,Sea Serpent,"Neptune, Mercury",4.0,1500.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/c/c7/Takriminos-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010216,https://yugioh.fandom.com/wiki/Takriminos_(FMR)
354,Stuffed Animal,Monster,Warrior,"Moon, Mars",3.0,1200.0,900.0,https://static.wikia.nocookie.net/yugioh/images/2/24/StuffedAnimal-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010215,https://yugioh.fandom.com/wiki/Stuffed_Animal_(FMR)
355,Megasonic Eye,Monster,Machine,"Moon, Jupiter",5.0,1500.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/3/36/MegasonicEye-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010027,https://yugioh.fandom.com/wiki/Megasonic_Eye_(FMR)
356,Super War-lion,Monster,Beast,"Jupiter, Venus",7.0,2300.0,2100.0,https://static.wikia.nocookie.net/yugioh/images/8/8a/SuperWarlion-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221010215,https://yugioh.fandom.com/wiki/Super_War-lion_(FMR)
357,Yamadron,Monster,Dragon,"Mars, Uranus",5.0,1600.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/3/37/Yamadron-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221161935,https://yugioh.fandom.com/wiki/Yamadron_(FMR)
